DateTime,Bridge_Type,Bridge_Name,Ships_per_day,ship_present,Closure_min,vehicle_flow_veh_hr,delay_min_per_vehicle,period_of_day,rush_hour
2026-02-05 00:02,Floating,Martyr-Abul-Makarem,3,YES,60,3078,0.003,Night,NO
2026-02-06 20:40,Swing,El Ferdan,2,YES,39,3201,0.013,Rush Hour,NO
2026-02-07 03:46,Swing,El Ferdan,2,YES,37,3110,0.024,Night,NO
2026-02-08 14:53,Pontoon,Ahmed-el-Mansy,1,YES,13,3790,0.02,Afternoon,NO
2026-02-09 08:16,Floating,Martyr-Abul-Makarem,2,YES,43,2932,0.012,Morning,YES
2026-02-10 01:39,Floating,Martyr-Abul-Makarem,1,YES,17,3229,0.015,Night,NO
2026-02-11 19:51,Pontoon,Taha-Zaki-Abdullah,3,YES,53,3133,0.012,Evening,NO
2026-02-12 19:34,Floating,Martyr-El-Sayed,2,YES,45,3341,0.036,Evening,NO
2026-02-13 04:26,Pontoon,Taha-Zaki-Abdullah,2,YES,37,3655,0.021,Night,NO
2026-02-14 17:15,Floating,Martyr-Abul-Makarem,1,YES,17,3123,0.007,Rush Hour,YES
2026-02-15 04:56,Pontoon,Ahmed-el-Mansy,0,NO,0,3089,0.0,Night,NO
2026-02-16 18:21,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3099,0.0,Rush Hour,YES
2026-02-17 06:14,Floating,Martyr-Abul-Makarem,3,YES,54,3261,0.022,Morning,NO
2026-02-18 16:11,Floating,Martyr-Abul-Makarem,1,YES,20,3659,0.008,Afternoon,NO
2026-02-19 22:38,Floating,Martyr-Abul-Makarem,0,NO,0,3224,0.0,Night,NO
2026-02-20 21:19,Pontoon,Ahmed-el-Mansy,1,YES,24,3481,0.027,Night,NO
2026-02-21 08:32,Swing,El Ferdan,1,YES,18,2947,0.006,Morning,NO
2026-02-22 12:03,Swing,El Ferdan,3,YES,62,2914,0.012,Afternoon,NO
2026-02-23 19:58,Pontoon,Taha-Zaki-Abdullah,2,YES,40,3254,0.018,Rush Hour,NO
2026-02-24 09:49,Pontoon,Ahmed-el-Mansy,1,YES,15,2958,0.001,Morning,NO
2026-02-25 15:17,Floating,Martyr-El-Sayed,1,YES,21,3107,0.033,Afternoon,NO
2026-02-26 22:55,Floating,Martyr-Abul-Makarem,0,NO,0,3261,0.0,Night,NO
2026-02-27 08:05,Floating,Martyr-Abul-Makarem,0,NO,0,3335,0.0,Morning,YES
2026-02-28 23:58,Pontoon,Taha-Zaki-Abdullah,2,YES,32,3284,0.018,Night,NO
2026-03-01 10:57,Swing,El Ferdan,0,NO,0,2750,0.0,Morning,NO
2026-03-02 23:03,Pontoon,Ahmed-el-Mansy,0,NO,0,3102,0.0,Night,NO
2026-03-03 17:56,Swing,El Ferdan,2,YES,41,3187,0.031,Rush Hour,NO
2026-03-04 23:41,Swing,El Ferdan,2,YES,29,2840,0.019,Night,NO
2026-03-05 18:44,Floating,Martyr-Abul-Makarem,0,NO,0,3684,0.0,Evening,YES
2026-03-06 15:02,Swing,El Ferdan,0,NO,0,3139,0.0,Afternoon,NO
2026-03-07 22:12,Pontoon,Ahmed-el-Mansy,0,NO,0,3283,0.0,Night,NO
2026-03-08 21:53,Swing,El Ferdan,4,YES,79,2980,0.015,Night,NO
2026-03-09 18:53,Pontoon,Ahmed-el-Mansy,1,YES,18,3364,0.026,Evening,YES
2026-03-10 01:50,Pontoon,Taha-Zaki-Abdullah,1,YES,21,2972,0.023,Night,NO
2026-03-11 23:25,Swing,El Ferdan,2,YES,31,3234,0.018,Night,NO
2026-03-12 14:28,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3440,0.0,Afternoon,NO
2026-03-13 21:27,Swing,El Ferdan,5,YES,93,3557,0.029,Night,NO
2026-03-14 18:47,Floating,Martyr-El-Sayed,0,NO,0,3167,0.0,Rush Hour,YES
2026-03-15 19:56,Swing,El Ferdan,0,NO,0,3610,0.0,Evening,NO
2026-03-16 09:28,Floating,Martyr-Abul-Makarem,0,NO,0,2873,0.0,Morning,NO
2026-03-17 03:58,Pontoon,Ahmed-el-Mansy,1,YES,20,2908,0.023,Night,NO
2026-03-18 03:07,Swing,El Ferdan,5,YES,98,3214,0.021,Night,NO
2026-03-19 02:20,Floating,Martyr-El-Sayed,3,YES,56,3054,0.012,Night,NO
2026-03-20 11:09,Pontoon,Ahmed-el-Mansy,1,YES,15,3322,0.024,Morning,NO
2026-03-21 05:56,Floating,Martyr-Abul-Makarem,2,YES,32,2946,0.027,Morning,NO
2026-03-22 06:52,Pontoon,Ahmed-el-Mansy,3,YES,49,3081,0.004,Daytime,NO
2026-03-23 23:45,Floating,Martyr-El-Sayed,0,NO,0,3676,0.0,Night,NO
2026-03-24 23:39,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3033,0.0,Night,NO
2026-03-25 07:10,Swing,El Ferdan,0,NO,0,3287,0.0,Morning,YES
2026-03-26 09:02,Pontoon,Taha-Zaki-Abdullah,1,YES,14,3161,0.03,Morning,NO
2026-03-27 20:34,Floating,Martyr-El-Sayed,0,NO,0,3584,0.0,Evening,NO
2026-03-28 02:02,Pontoon,Taha-Zaki-Abdullah,3,YES,59,3399,0.004,Night,NO
2026-03-29 13:33,Pontoon,Ahmed-el-Mansy,3,YES,61,3230,0.012,Afternoon,NO
2026-03-30 22:53,Floating,Martyr-El-Sayed,2,YES,41,3356,0.005,Night,NO
2026-03-31 21:21,Floating,Martyr-El-Sayed,2,YES,43,3374,0.022,Night,NO
2026-04-01 02:27,Floating,Martyr-El-Sayed,1,YES,17,3295,0.026,Night,NO
2026-04-02 07:42,Pontoon,Ahmed-el-Mansy,0,NO,0,3114,0.0,Daytime,YES
2026-04-03 15:45,Floating,Martyr-Abul-Makarem,1,YES,17,2981,0.03,Afternoon,NO
2026-04-04 02:50,Pontoon,Ahmed-el-Mansy,3,YES,47,2645,0.01,Night,NO
2026-04-05 09:29,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3026,0.0,Morning,NO
2026-04-06 01:58,Pontoon,Ahmed-el-Mansy,2,YES,32,3104,0.015,Night,NO
2026-04-07 03:12,Pontoon,Ahmed-el-Mansy,0,NO,0,3136,0.0,Night,NO
2026-04-08 05:23,Floating,Martyr-El-Sayed,3,YES,55,2912,0.022,Morning,NO
2026-04-09 09:56,Floating,Martyr-El-Sayed,0,NO,0,2906,0.0,Morning,NO
2026-04-10 17:50,Pontoon,Ahmed-el-Mansy,2,YES,40,2894,0.016,Evening,YES
2026-04-11 11:37,Floating,Martyr-Abul-Makarem,1,YES,19,3035,0.037,Daytime,NO
2026-04-12 12:16,Swing,El Ferdan,3,YES,47,2982,0.024,Afternoon,NO
2026-04-13 20:29,Floating,Martyr-Abul-Makarem,1,YES,16,2918,0.023,Rush Hour,NO
2026-04-14 02:58,Pontoon,Ahmed-el-Mansy,1,YES,19,2919,0.027,Night,NO
2026-04-15 19:38,Pontoon,Ahmed-el-Mansy,1,YES,22,2623,0.017,Evening,NO
2026-04-16 17:26,Pontoon,Taha-Zaki-Abdullah,3,YES,61,3661,0.022,Rush Hour,YES
2026-04-17 17:28,Floating,Martyr-El-Sayed,1,YES,15,3256,0.027,Evening,NO
2026-04-18 00:56,Pontoon,Ahmed-el-Mansy,0,NO,0,3477,0.0,Night,NO
2026-04-19 14:11,Swing,El Ferdan,2,YES,32,3388,0.037,Afternoon,NO
2026-04-20 00:31,Floating,Martyr-El-Sayed,3,YES,56,3473,0.022,Night,NO
2026-04-21 16:05,Floating,Martyr-Abul-Makarem,0,NO,0,3512,0.0,Afternoon,NO
2026-04-22 04:50,Pontoon,Ahmed-el-Mansy,1,YES,21,3691,0.005,Night,NO
2026-04-23 07:55,Floating,Martyr-Abul-Makarem,1,YES,18,3318,0.017,Morning,NO
2026-04-24 14:15,Pontoon,Ahmed-el-Mansy,0,NO,0,3056,0.0,Afternoon,NO
2026-04-25 01:02,Floating,Martyr-El-Sayed,0,NO,0,2855,0.0,Night,NO
2026-04-26 18:02,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3582,0.0,Rush Hour,NO
2026-04-27 22:30,Floating,Martyr-El-Sayed,2,YES,35,3099,0.014,Night,NO
2026-04-28 19:48,Pontoon,Ahmed-el-Mansy,1,YES,16,2676,0.022,Evening,NO
2026-04-29 20:23,Swing,El Ferdan,0,NO,0,2885,0.0,Evening,NO
2026-04-30 22:03,Floating,Martyr-Abul-Makarem,2,YES,38,3278,0.008,Night,NO
2026-05-01 12:37,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3307,0.0,Afternoon,NO
2026-05-02 07:59,Floating,Martyr-Abul-Makarem,2,YES,33,3350,0.016,Morning,YES
2026-05-03 20:55,Floating,Martyr-El-Sayed,0,NO,0,3816,0.0,Rush Hour,NO
2026-05-04 00:56,Floating,Martyr-El-Sayed,2,YES,38,3094,0.004,Night,NO
2026-05-05 05:34,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3475,0.0,Morning,NO
2026-05-06 23:34,Pontoon,Ahmed-el-Mansy,0,NO,0,3307,0.0,Night,NO
2026-05-07 01:25,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3479,0.0,Night,NO
2026-05-08 17:17,Pontoon,Ahmed-el-Mansy,1,YES,18,3038,0.026,Evening,YES
2026-05-09 18:19,Pontoon,Ahmed-el-Mansy,2,YES,29,3728,0.013,Evening,YES
2026-05-10 14:46,Pontoon,Ahmed-el-Mansy,1,YES,18,3279,0.003,Afternoon,NO
2026-05-11 02:53,Floating,Martyr-Abul-Makarem,1,YES,15,2573,0.017,Night,NO
2026-05-12 15:34,Floating,Martyr-El-Sayed,1,YES,18,3534,0.016,Afternoon,NO
2026-05-13 05:55,Floating,Martyr-El-Sayed,2,YES,36,2766,0.02,Daytime,NO
2026-05-14 02:41,Floating,Martyr-Abul-Makarem,2,YES,32,3331,0.021,Night,NO
2026-05-15 00:19,Floating,Martyr-Abul-Makarem,1,YES,17,2548,0.01,Night,NO
2026-05-16 08:22,Floating,Martyr-El-Sayed,0,NO,0,3421,0.0,Morning,YES
2026-05-17 01:44,Swing,El Ferdan,3,YES,52,3238,0.018,Night,NO
2026-05-18 21:44,Swing,El Ferdan,2,YES,35,3094,0.02,Night,NO
2026-05-19 05:56,Pontoon,Ahmed-el-Mansy,0,NO,0,3496,0.0,Morning,NO
2026-05-20 03:38,Floating,Martyr-El-Sayed,0,NO,0,3978,0.0,Night,NO
2026-05-21 07:06,Pontoon,Ahmed-el-Mansy,3,YES,48,3066,-0.01,Morning,YES
2026-05-22 13:51,Floating,Martyr-Abul-Makarem,0,NO,0,3049,0.0,Afternoon,NO
2026-05-23 22:51,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3008,0.0,Night,NO
2026-05-24 21:31,Floating,Martyr-El-Sayed,0,NO,0,3221,0.0,Night,NO
2026-05-25 22:33,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2870,0.0,Night,NO
2026-05-26 08:38,Floating,Martyr-Abul-Makarem,0,NO,0,3478,0.0,Morning,YES
2026-05-27 03:49,Floating,Martyr-El-Sayed,0,NO,0,3390,0.0,Night,NO
2026-05-28 21:57,Pontoon,Ahmed-el-Mansy,1,YES,20,3584,0.013,Night,NO
2026-05-29 20:31,Floating,Martyr-El-Sayed,1,YES,23,3581,0.016,Evening,NO
2026-05-30 23:00,Floating,Martyr-Abul-Makarem,2,YES,31,3018,0.028,Night,NO
2026-05-31 11:18,Floating,Martyr-El-Sayed,1,YES,17,2948,0.017,Morning,NO
2026-06-01 09:39,Swing,El Ferdan,1,YES,20,3335,0.008,Morning,NO
2026-06-02 08:15,Floating,Martyr-El-Sayed,1,YES,14,3273,0.015,Morning,YES
2026-06-03 01:00,Floating,Martyr-Abul-Makarem,0,NO,0,3306,0.0,Night,NO
2026-06-04 13:01,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3634,0.0,Afternoon,NO
2026-06-05 06:23,Pontoon,Taha-Zaki-Abdullah,1,YES,21,3382,0.01,Morning,NO
2026-06-06 15:35,Swing,El Ferdan,2,YES,34,3293,0.01,Afternoon,NO
2026-06-07 06:30,Pontoon,Ahmed-el-Mansy,0,NO,0,3449,0.0,Morning,NO
2026-06-08 14:43,Swing,El Ferdan,3,YES,56,3333,0.009,Afternoon,NO
2026-06-09 18:45,Pontoon,Taha-Zaki-Abdullah,3,YES,45,3701,0.013,Evening,NO
2026-06-10 14:53,Floating,Martyr-Abul-Makarem,3,YES,53,2760,0.01,Afternoon,NO
2026-06-11 18:32,Floating,Martyr-Abul-Makarem,2,YES,33,3152,0.032,Rush Hour,NO
2026-06-12 12:59,Swing,El Ferdan,2,YES,31,2955,0.012,Afternoon,NO
2026-06-13 18:47,Floating,Martyr-Abul-Makarem,2,YES,41,3249,0.013,Evening,NO
2026-06-14 09:27,Swing,El Ferdan,1,YES,19,3040,0.031,Morning,NO
2026-06-15 20:23,Swing,El Ferdan,2,YES,41,3324,-0.0,Rush Hour,NO
2026-06-16 18:32,Pontoon,Ahmed-el-Mansy,0,NO,0,3249,0.0,Evening,NO
2026-06-17 19:28,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3186,0.0,Evening,NO
2026-06-18 14:52,Pontoon,Ahmed-el-Mansy,1,YES,23,3074,0.014,Afternoon,NO
2026-06-19 06:47,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3129,0.0,Morning,NO
2026-06-20 01:03,Swing,El Ferdan,2,YES,34,2993,0.01,Night,NO
2026-06-21 10:26,Swing,El Ferdan,0,NO,0,3009,0.0,Morning,NO
2026-06-22 03:36,Swing,El Ferdan,1,YES,19,3062,0.009,Night,NO
2026-06-23 11:29,Pontoon,Ahmed-el-Mansy,1,YES,21,3417,0.009,Morning,NO
2026-06-24 04:17,Pontoon,Taha-Zaki-Abdullah,1,YES,17,3358,0.003,Night,NO
2026-06-25 01:51,Pontoon,Taha-Zaki-Abdullah,3,YES,45,3257,0.001,Night,NO
2026-06-26 01:43,Floating,Martyr-El-Sayed,2,YES,36,3401,0.005,Night,NO
2026-06-27 04:22,Pontoon,Taha-Zaki-Abdullah,2,YES,35,2885,0.019,Night,NO
2026-06-28 14:34,Pontoon,Ahmed-el-Mansy,1,YES,11,3190,0.021,Afternoon,NO
2026-06-29 20:02,Pontoon,Taha-Zaki-Abdullah,1,YES,26,3095,0.016,Rush Hour,NO
2026-06-30 01:40,Swing,El Ferdan,3,YES,54,3265,0.008,Night,NO
2026-07-01 22:42,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2618,0.0,Night,NO
2026-07-02 18:55,Floating,Martyr-Abul-Makarem,2,YES,41,3397,0.017,Evening,NO
2026-07-03 17:46,Floating,Martyr-El-Sayed,1,YES,20,3235,0.01,Rush Hour,YES
2026-07-04 20:25,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2791,0.0,Rush Hour,NO
2026-07-05 22:55,Floating,Martyr-Abul-Makarem,0,NO,0,3083,0.0,Night,NO
2026-07-06 00:18,Pontoon,Ahmed-el-Mansy,2,YES,35,3633,-0.006,Night,NO
2026-07-07 22:59,Pontoon,Ahmed-el-Mansy,0,NO,0,3738,0.0,Night,NO
2026-07-08 11:54,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3194,0.0,Morning,NO
2026-07-09 18:22,Floating,Martyr-Abul-Makarem,2,YES,38,3421,0.012,Evening,YES
2026-07-10 05:26,Swing,El Ferdan,2,YES,33,2692,0.016,Morning,NO
2026-07-11 08:01,Swing,El Ferdan,2,YES,29,3156,0.012,Daytime,NO
2026-07-12 19:23,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2846,0.0,Evening,NO
2026-07-13 10:33,Swing,El Ferdan,3,YES,45,3104,0.014,Morning,NO
2026-07-14 12:05,Pontoon,Taha-Zaki-Abdullah,2,YES,32,3034,0.004,Afternoon,NO
2026-07-15 14:03,Swing,El Ferdan,1,YES,15,3781,0.021,Afternoon,NO
2026-07-16 14:17,Floating,Martyr-El-Sayed,0,NO,0,3452,0.0,Afternoon,NO
2026-07-17 02:47,Swing,El Ferdan,2,YES,38,3290,0.03,Night,NO
2026-07-18 20:22,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3457,0.0,Rush Hour,NO
2026-07-19 17:19,Pontoon,Ahmed-el-Mansy,0,NO,0,3827,0.0,Evening,YES
2026-07-20 02:17,Floating,Martyr-Abul-Makarem,2,YES,29,3428,0.011,Night,NO
2026-07-21 03:14,Swing,El Ferdan,1,YES,16,3192,0.019,Night,NO
2026-07-22 15:46,Floating,Martyr-Abul-Makarem,2,YES,31,3376,0.019,Afternoon,NO
2026-07-23 22:16,Floating,Martyr-Abul-Makarem,1,YES,21,3065,0.031,Night,NO
2026-07-24 07:50,Pontoon,Ahmed-el-Mansy,0,NO,0,3439,0.0,Morning,YES
2026-07-25 07:55,Pontoon,Ahmed-el-Mansy,2,YES,36,3401,0.013,Morning,YES
2026-07-26 04:40,Floating,Martyr-Abul-Makarem,3,YES,65,2956,0.034,Night,NO
2026-07-27 23:51,Floating,Martyr-El-Sayed,0,NO,0,3183,0.0,Night,NO
2026-07-28 05:26,Floating,Martyr-El-Sayed,0,NO,0,3487,0.0,Daytime,NO
2026-07-29 08:33,Pontoon,Taha-Zaki-Abdullah,1,YES,18,3334,-0.003,Morning,YES
2026-07-30 05:13,Floating,Martyr-Abul-Makarem,2,YES,40,3135,0.024,Morning,NO
2026-07-31 16:15,Floating,Martyr-El-Sayed,0,NO,0,3310,0.0,Afternoon,NO
2026-08-01 05:16,Swing,El Ferdan,3,YES,47,3406,0.019,Daytime,NO
2026-08-02 00:00,Pontoon,Ahmed-el-Mansy,1,YES,22,2807,0.02,Night,NO
2026-08-03 17:53,Pontoon,Taha-Zaki-Abdullah,2,YES,38,3221,0.019,Rush Hour,NO
2026-08-04 17:41,Floating,Martyr-El-Sayed,1,YES,18,2957,0.033,Evening,YES
2026-08-05 18:05,Pontoon,Ahmed-el-Mansy,0,NO,0,3013,0.0,Evening,NO
2026-08-06 22:59,Floating,Martyr-Abul-Makarem,3,YES,50,3587,0.005,Night,NO
2026-08-07 23:21,Floating,Martyr-Abul-Makarem,0,NO,0,3345,0.0,Night,NO
2026-08-08 02:49,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3199,0.0,Night,NO
2026-08-09 21:39,Floating,Martyr-El-Sayed,4,YES,62,2769,0.027,Night,NO
2026-08-10 09:49,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3393,0.0,Morning,NO
2026-08-11 00:53,Pontoon,Taha-Zaki-Abdullah,2,YES,31,3489,0.022,Night,NO
2026-08-12 04:01,Floating,Martyr-El-Sayed,2,YES,38,3394,0.005,Night,NO
2026-08-13 05:38,Floating,Martyr-El-Sayed,0,NO,0,3621,0.0,Morning,NO
2026-08-14 16:32,Floating,Martyr-El-Sayed,4,YES,76,2589,0.0,Afternoon,NO
2026-08-15 17:06,Pontoon,Taha-Zaki-Abdullah,0,NO,0,2917,0.0,Evening,YES
2026-08-16 09:24,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3178,0.0,Morning,NO
2026-08-17 13:55,Swing,El Ferdan,0,NO,0,3185,0.0,Afternoon,NO
2026-08-18 08:03,Swing,El Ferdan,2,YES,28,3115,0.023,Morning,YES
2026-08-19 16:08,Swing,El Ferdan,1,YES,26,3269,0.017,Afternoon,NO
2026-08-20 14:27,Pontoon,Taha-Zaki-Abdullah,1,YES,24,3211,0.03,Afternoon,NO
2026-08-21 02:01,Swing,El Ferdan,4,YES,77,3297,0.024,Night,NO
2026-08-22 15:23,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3736,0.0,Afternoon,NO
2026-08-23 21:15,Floating,Martyr-El-Sayed,1,YES,25,2907,0.027,Night,NO
2026-08-24 13:06,Swing,El Ferdan,4,YES,85,3317,0.008,Afternoon,NO
2026-08-25 15:35,Floating,Martyr-El-Sayed,0,NO,0,2835,0.0,Afternoon,NO
2026-08-26 16:47,Pontoon,Ahmed-el-Mansy,3,YES,53,3028,0.013,Afternoon,NO
2026-08-27 03:21,Floating,Martyr-El-Sayed,3,YES,60,3139,0.024,Night,NO
2026-08-28 10:14,Floating,Martyr-Abul-Makarem,0,NO,0,3344,0.0,Morning,NO
2026-08-29 05:16,Floating,Martyr-El-Sayed,0,NO,0,3439,0.0,Daytime,NO
2026-08-30 23:34,Floating,Martyr-El-Sayed,1,YES,16,3358,0.043,Night,NO
2026-08-31 03:41,Pontoon,Taha-Zaki-Abdullah,4,YES,67,3115,0.019,Night,NO
2026-09-01 01:07,Floating,Martyr-El-Sayed,0,NO,0,2625,0.0,Night,NO
2026-09-02 19:47,Pontoon,Ahmed-el-Mansy,1,YES,16,3383,0.001,Rush Hour,NO
2026-09-03 23:22,Swing,El Ferdan,0,NO,0,2992,0.0,Night,NO
2026-09-04 11:21,Pontoon,Ahmed-el-Mansy,0,NO,0,3098,0.0,Morning,NO
2026-09-05 23:07,Pontoon,Taha-Zaki-Abdullah,1,YES,19,3021,0.019,Night,NO
2026-09-06 11:47,Floating,Martyr-El-Sayed,1,YES,14,2954,0.022,Morning,NO
2026-09-07 22:28,Swing,El Ferdan,1,YES,20,3900,0.001,Night,NO
2026-09-08 13:23,Pontoon,Taha-Zaki-Abdullah,2,YES,39,4074,0.027,Afternoon,NO
2026-09-09 17:36,Floating,Martyr-Abul-Makarem,0,NO,0,3025,0.0,Evening,NO
2026-09-10 07:17,Swing,El Ferdan,1,YES,17,3119,0.01,Daytime,YES
2026-09-11 11:27,Floating,Martyr-El-Sayed,1,YES,19,3087,0.009,Morning,NO
2026-09-12 08:31,Pontoon,Taha-Zaki-Abdullah,1,YES,15,3530,0.016,Morning,YES
2026-09-13 02:14,Pontoon,Ahmed-el-Mansy,2,YES,35,3141,-0.001,Night,NO
2026-09-14 06:39,Pontoon,Taha-Zaki-Abdullah,1,YES,17,3140,0.02,Morning,NO
2026-09-15 04:47,Swing,El Ferdan,3,YES,53,3417,0.016,Night,NO
2026-09-16 00:06,Swing,El Ferdan,1,YES,16,2799,0.014,Night,NO
2026-09-17 03:30,Floating,Martyr-El-Sayed,1,YES,17,3684,0.03,Night,NO
2026-09-18 10:34,Swing,El Ferdan,3,YES,45,3113,0.009,Morning,NO
2026-09-19 02:45,Floating,Martyr-El-Sayed,0,NO,0,3069,0.0,Night,NO
2026-09-20 08:03,Floating,Martyr-El-Sayed,1,YES,22,3597,0.017,Morning,YES
2026-09-21 12:14,Floating,Martyr-Abul-Makarem,0,NO,0,2460,0.0,Afternoon,NO
2026-09-22 03:02,Swing,El Ferdan,3,YES,58,2691,0.023,Night,NO
2026-09-23 12:18,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3176,0.0,Afternoon,NO
2026-09-24 19:18,Pontoon,Taha-Zaki-Abdullah,1,YES,16,2655,0.018,Evening,NO
2026-09-25 09:37,Floating,Martyr-Abul-Makarem,1,YES,16,3106,0.023,Morning,NO
2026-09-26 05:42,Floating,Martyr-Abul-Makarem,1,YES,19,2533,0.019,Daytime,NO
2026-09-27 20:27,Pontoon,Ahmed-el-Mansy,1,YES,17,2755,0.028,Evening,NO
2026-09-28 00:44,Floating,Martyr-Abul-Makarem,1,YES,22,3082,0.018,Night,NO
2026-09-29 11:44,Floating,Martyr-El-Sayed,2,YES,37,3417,0.014,Morning,NO
2026-09-30 16:04,Floating,Martyr-El-Sayed,0,NO,0,3846,0.0,Afternoon,NO
2026-10-01 03:39,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3094,0.0,Night,NO
2026-10-02 04:17,Floating,Martyr-El-Sayed,2,YES,36,2781,0.01,Night,NO
2026-10-03 14:27,Pontoon,Ahmed-el-Mansy,1,YES,22,3022,0.013,Afternoon,NO
2026-10-04 14:58,Floating,Martyr-Abul-Makarem,2,YES,38,3641,0.013,Afternoon,NO
2026-10-05 01:06,Pontoon,Ahmed-el-Mansy,0,NO,0,2571,0.0,Night,NO
2026-10-06 08:45,Floating,Martyr-Abul-Makarem,1,YES,20,3162,0.0,Morning,YES
2026-10-07 22:47,Pontoon,Ahmed-el-Mansy,0,NO,0,3373,0.0,Night,NO
2026-10-08 11:41,Pontoon,Taha-Zaki-Abdullah,1,YES,18,3728,0.038,Daytime,NO
2026-10-09 06:40,Floating,Martyr-Abul-Makarem,1,YES,17,3305,0.01,Daytime,NO
2026-10-10 13:05,Floating,Martyr-El-Sayed,1,YES,19,3382,0.017,Afternoon,NO
2026-10-11 16:06,Pontoon,Taha-Zaki-Abdullah,1,YES,15,3012,0.036,Afternoon,NO
2026-10-12 12:18,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3060,0.0,Afternoon,NO
2026-10-13 07:47,Floating,Martyr-Abul-Makarem,1,YES,19,3365,0.032,Morning,YES
2026-10-14 08:01,Swing,El Ferdan,1,YES,19,3190,0.03,Morning,YES
2026-10-15 21:15,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3289,0.0,Night,NO
2026-10-16 06:52,Floating,Martyr-El-Sayed,1,YES,12,3225,-0.002,Morning,NO
2026-10-17 11:06,Swing,El Ferdan,1,YES,21,2800,0.024,Morning,NO
2026-10-18 16:28,Pontoon,Taha-Zaki-Abdullah,1,YES,16,3476,-0.002,Afternoon,NO
2026-10-19 14:41,Floating,Martyr-Abul-Makarem,2,YES,39,2959,0.019,Afternoon,NO
2026-10-20 20:38,Pontoon,Taha-Zaki-Abdullah,1,YES,22,3163,0.004,Evening,NO
2026-10-21 04:22,Pontoon,Ahmed-el-Mansy,1,YES,19,2979,0.03,Night,NO
2026-10-22 18:38,Pontoon,Ahmed-el-Mansy,3,YES,48,3331,0.012,Evening,YES
2026-10-23 06:00,Swing,El Ferdan,1,YES,22,3292,0.012,Daytime,NO
2026-10-24 01:59,Pontoon,Taha-Zaki-Abdullah,3,YES,57,2930,0.031,Night,NO
2026-10-25 04:14,Floating,Martyr-Abul-Makarem,5,YES,86,3828,0.01,Night,NO
2026-10-26 07:50,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3603,0.0,Morning,YES
2026-10-27 09:28,Pontoon,Ahmed-el-Mansy,0,NO,0,3104,0.0,Morning,NO
2026-10-28 07:28,Pontoon,Ahmed-el-Mansy,2,YES,30,3128,0.029,Morning,YES
2026-10-29 08:26,Floating,Martyr-El-Sayed,0,NO,0,3505,0.0,Morning,YES
2026-10-30 19:24,Pontoon,Taha-Zaki-Abdullah,2,YES,41,3441,0.022,Rush Hour,NO
2026-10-31 16:58,Swing,El Ferdan,2,YES,34,3059,0.013,Afternoon,NO
2026-11-01 16:50,Swing,El Ferdan,2,YES,30,3185,0.022,Afternoon,NO
2026-11-02 01:40,Pontoon,Ahmed-el-Mansy,0,NO,0,3392,0.0,Night,NO
2026-11-03 12:00,Pontoon,Ahmed-el-Mansy,0,NO,0,2969,0.0,Afternoon,NO
2026-11-04 22:24,Floating,Martyr-El-Sayed,1,YES,18,3466,0.022,Night,NO
2026-11-05 03:35,Pontoon,Ahmed-el-Mansy,1,YES,21,3604,0.028,Night,NO
2026-11-06 06:28,Floating,Martyr-El-Sayed,3,YES,61,2922,0.028,Morning,NO
2026-11-07 18:58,Pontoon,Taha-Zaki-Abdullah,1,YES,22,3290,0.01,Rush Hour,YES
2026-11-08 04:44,Floating,Martyr-El-Sayed,0,NO,0,3505,0.0,Night,NO
2026-11-09 08:56,Pontoon,Taha-Zaki-Abdullah,1,YES,21,3226,0.016,Daytime,NO
2026-11-10 15:10,Floating,Martyr-Abul-Makarem,0,NO,0,2767,0.0,Afternoon,NO
2026-11-11 12:41,Floating,Martyr-El-Sayed,1,YES,16,3279,0.017,Afternoon,NO
2026-11-12 04:30,Pontoon,Taha-Zaki-Abdullah,0,NO,0,3160,0.0,Night,NO
